Card Name,Max Willing To Pay,Timeframe Tracking,Market Low Sale,Market High Sale,Market Total Sold,Seller,Condition,Price,Shipping,Total Cost,Within Budget
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,Bug Catcher Bryce,Near Mint Holofoil - Japanese,$17.04,Shipping: Included,$17.04,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,The Nerd Place,Near Mint Holofoil - Japanese,$16.01,+ $1.27 Shipping,$17.28,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,Horsea Lover,Near Mint Holofoil - Japanese,$16.00,+ $1.30 Shipping,$17.30,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,PlayandTalk GP,Near Mint Holofoil - Japanese,$16.33,+ $0.99 Shipping,$17.32,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,PTCGvlogs,Near Mint Holofoil - Japanese,$17.36,Shipping: Included,$17.36,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,PokeSurfTCG,Near Mint Holofoil - Japanese,$16.18,+ $1.31 Shipping,$17.49,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,EB-TCG,Near Mint Holofoil - Japanese,$17.49,+ $1.49 Shipping,$18.98,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,CKShoals,Near Mint Holofoil - Japanese,$17.27,+ $1.99 Shipping,$19.26,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,Mulligan Gaming LLC,Near Mint Holofoil - Japanese,$15.00,+ $5.30 Shipping,$20.30,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,Pajoule,Near Mint Holofoil - Japanese,$20.00,+ $1.49 Shipping,$21.49,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,Hangry Cards,Near Mint Holofoil - Japanese,$17.00,+ $19.99 Shipping,$36.99,NO
Ralts - 083/078 - SV1S: Scarlet ex (SV1S),$10.00,1 Year Snapshot,$8.00,$18.00,464,GEtcg,Near Mint Holofoil - Japanese,$90.00,+ $1.99 Shipping,$91.99,NO
